z[m]        G0[T/m]       G1[T/m] 
     0.00000000        0.000000      0.000000 
     0.00300109        0.000000      0.000000 
     0.00600218        0.000000      0.000000 
     0.00900328        0.000000      0.000000 
     0.01200437        0.000000      0.000000 
     0.01500546        0.000000      0.000000 
     0.01800655        0.000000      0.000000 
     0.02100764        0.000000      0.000000 
     0.02400874        0.000000      0.000000 
     0.02700983        0.000000      0.000000 
     0.03001092        0.000000      0.000000 
     0.03301201        0.000000      0.000000 
     0.03601311        0.000000      0.000000 
     0.03901420        0.000000      0.000000 
     0.04201529        0.000000      0.000000 
     0.04501638        0.000000      0.000000 
     0.04801747        0.000000      0.000000 
     0.05101857        0.000000      0.000000 
     0.05401966        0.000000      0.000000 
     0.05702075        0.000000      0.000000 
     0.06002184        0.000000      0.000000 
     0.06302293        0.000000      0.000000 
     0.06602403        0.000000      0.000000 
     0.06902512        0.000000      0.000000 
     0.07202621        0.000000      0.000000 
     0.07502730        0.000000      0.000000 
     0.07802840        0.000000      0.000000 
     0.08102949        0.000000      0.000000 
     0.08403058        0.000000      0.000000 
     0.08703167        0.000000      0.000000 
     0.09003276        0.000000      0.000000 
     0.09303386        0.000000      0.000000 
     0.09603495        0.000000      0.000000 
     0.09903604        0.000000      0.000000 
     0.10203713        0.000000      0.000000 
     0.10503822        0.000000      0.000000 
     0.10803932        0.000000      0.000000 
     0.11104041        0.000000      0.000000 
     0.11404150        0.000000      0.000000 
     0.11704259        0.000000      0.000000 
     0.12004369        0.000000      0.000000 
     0.12304478        0.000000      0.000000 
     0.12604587        0.000000      0.000000 
     0.12904696        0.000000      0.000000 
     0.13204805        0.000000      0.000000 
     0.13504915        0.000000      0.000000 
     0.13805024        0.000000      0.000000 
     0.14105133        0.000000      0.000000 
     0.14405242        0.000000      0.000000 
     0.14705351        0.000000      0.000000 
     0.15005461        0.000000      0.000000 
     0.15305570        0.000000      0.000000 
     0.15605679        0.000000      0.000000 
     0.15905788        0.000000      0.000000 
     0.16205897        0.000000      0.000000 
     0.16506007        0.000000      0.000000 
     0.16806116        0.000000      0.000000 
